default,name,form,type1,type2,ability1,ability2,abilityh,base stat total,hp,attack,defense,special attack,special defense,speed,group1,group2,catch_rate,egg_cycles,base_happiness,category,percentage_male,exp_group,height_m,weight_kg,pokedex,item_common,item_uncommon,item_rare,exp_yield
,Skiddo,,Grass,,Sap Sipper,Sap Sipper,Grass Pelt,350,66,65,48,62,57,52,,,200,20,70,Mount,0.5,Medium,0.9,31.0,,,,,70
,Gogoat,,Grass,,Sap Sipper,Sap Sipper,Grass Pelt,531,123,100,62,97,81,68,,,45,20,70,Mount,0.5,Medium,1.7,91.0,,,,,186
,Pancham,,Fighting,,Iron Fist,Mold Breaker,Scrappy,348,67,82,62,46,48,43,,,220,25,70,Playful,0.5,Medium,0.6,8.0,,,,,70
,Pangoro,,Fighting,Dark,Iron Fist,Mold Breaker,Scrappy,495,95,124,78,69,71,58,,,65,25,70,Daunting,0.5,Medium,2.1,136.0,,,,,173
,Furfrou,,Normal,,Fur Coat,Fur Coat,Fur Coat,472,75,80,60,65,90,102,,,160,20,70,Poodle,0.5,Medium,1.2,28.0,,,,,165
,Espurr,,Psychic,,Keen Eye,Infiltrator,Own Tempo,355,62,48,54,63,60,68,,,190,19,70,Restraint,0.5,Medium,0.3,3.5,,,,,71
,Meowstic,,Psychic,,Keen Eye,Infiltrator,Prankster,466,74,48,76,83,81,104,,,75,20,70,Constraint,0.5,Medium,0.6,8.5,,,,,163
,Honedge,,Steel,Ghost,No Guard,No Guard,No Guard,325,45,80,100,37,28,35,,,180,20,70,Sword,0.5,Medium,0.8,2.0,,,,,65
,Doublade,,Steel,Ghost,No Guard,No Guard,No Guard,448,59,110,150,49,35,45,,,90,20,70,Sword,0.5,Medium,0.8,4.5,,,,,157
,Aegislash,,Steel,Ghost,Stance Change,Stance Change,Stance Change,520,60,50,150,50,150,60,,,45,20,70,Royal Sword,0.5,Medium,1.7,53.0,,,,,234
,Spritzee,,Fairy,,Healer,Healer,Aroma Veil,341,78,52,60,63,65,23,,,200,20,70,Perfume,0.5,Medium,0.2,0.5,,,,,68
,Aromatisse,,Fairy,,Healer,Healer,Aroma Veil,462,101,72,72,99,89,29,,,140,20,70,Fragrance,0.5,Medium,0.8,15.5,,,,,162
,Swirlix,,Fairy,,Sweet Veil,Sweet Veil,Unburden,341,62,48,66,59,57,49,,,200,20,70,Cotton Candy,0.5,Medium,0.4,3.5,,,,,68
,Slurpuff,,Fairy,,Sweet Veil,Sweet Veil,Unburden,480,82,80,86,75,72,85,,,140,20,70,Meringue,0.5,Medium,0.8,5.0,,,,,168
,Inkay,,Dark,Psychic,Contrary,Suction Cups,Infiltrator,288,53,54,53,37,46,45,,,190,20,70,Revolving,0.5,Medium,0.4,3.5,,,,,58
,Malamar,,Dark,Psychic,Contrary,Suction Cups,Infiltrator,482,86,92,88,68,75,73,,,80,20,70,Overturning,0.5,Medium,1.5,47.0,,,,,169
,Binacle,,Rock,Water,Tough Claws,Sniper,Pickpocket,306,42,52,67,39,56,50,,,120,20,70,Two-Handed,0.5,Medium,0.5,31.0,,,,,61
,Barbaracle,,Rock,Water,Tough Claws,Sniper,Pickpocket,500,72,105,115,54,86,68,,,45,20,70,Collective,0.5,Medium,1.3,96.0,,,,,175
,Skrelp,,Poison,Water,Poison Point,Poison Touch,Adaptability,320,50,60,60,60,60,30,,,225,20,70,Mock Kelp,0.5,Medium,0.5,7.3,,,,,64
,Dragalge,,Poison,Dragon,Poison Point,Poison Touch,Adaptability,494,65,75,90,97,123,44,,,55,20,70,Mock Kelp,0.5,Medium,1.8,81.5,,,,,173
,Clauncher,,Water,,Mega Launcher,Mega Launcher,Mega Launcher,330,50,53,62,58,63,44,,,225,15,70,Water Gun,0.5,Slow,0.5,8.3,,,,,70
,Clawitzer,,Water,,Mega Launcher,Mega Launcher,Mega Launcher,500,71,73,88,120,89,59,,,55,15,70,Howitzer,0.5,Slow,1.3,35.3,,,,,100
,Helioptile,,Electric,Normal,Dry Skin,Sand Veil,Solar Power,299,44,38,33,71,43,70,,,190,20,70,Generator,0.5,Medium,0.5,6.0,,,,,58
,Heliolisk,,Electric,Normal,Dry Skin,Sand Veil,Solar Power,481,62,55,52,109,94,109,,,75,20,70,Generator,0.5,Medium,1.0,21.0,,,,,168
,Tyrunt,,Rock,Dragon,Strong Jaw,Strong Jaw,Sturdy,362,58,89,77,45,48,45,,,45,30,70,Royal Heir,0.875,Medium,0.8,26.0,,,,,72
,Tyrantrum,,Rock,Dragon,Strong Jaw,Strong Jaw,Rock Head,521,82,121,119,59,71,69,,,45,30,70,Despot,0.875,Medium,2.5,270.0,,,,,182
,Amaura,,Rock,Ice,Refrigerate,Refrigerate,Snow Warning,362,77,59,50,67,63,46,,,45,30,70,Tundra,0.875,Medium,1.3,25.2,,,,,72
,Aurorus,,Rock,Ice,Refrigerate,Refrigerate,Snow Warning,521,123,77,72,99,92,58,,,45,30,70,Tundra,0.875,Medium,2.7,225.0,,,,,104
,Sylveon,,Fairy,,Cute Charm,Cute Charm,Pixilate,525,95,65,65,110,130,60,,,45,35,70,Intertwining,0.875,Medium,1.0,23.5,,,,,184
,Hawlucha,,Fighting,Flying,Limber,Unburden,Mold Breaker,500,78,92,75,74,63,118,,,100,20,70,Wrestling,0.5,Medium,0.8,21.5,,,,,175
,Dedenne,,Electric,Fairy,Cheek Pouch,Pickup,Plus,431,67,58,57,81,67,101,,,180,20,70,Antenna,0.5,Medium,0.2,2.2,,,,,151
,Carbink,,Rock,Fairy,Clear Body,Clear Body,Sturdy,500,50,50,150,50,150,50,,,60,25,70,Jewel,None,Slow,0.3,5.7,,,,,100
,Goomy,,Dragon,,Sap Sipper,Hydration,Gooey,300,45,50,35,55,75,40,,,45,40,35,Soft Tissue,0.5,Slow,0.3,2.8,,,,,60
,Sliggoo,,Dragon,,Sap Sipper,Hydration,Gooey,452,68,75,53,83,113,60,,,45,40,35,Soft Tissue,0.5,Slow,0.8,17.5,,,,,158
,Goodra,,Dragon,,Sap Sipper,Hydration,Gooey,600,90,100,70,110,150,80,,,45,40,35,Dragon,0.5,Slow,2.0,150.5,,,,,14
,Klefki,,Steel,Fairy,Prankster,Prankster,Magician,470,57,80,91,80,87,75,,,75,20,70,Key Ring,0.5,Fast,0.2,3.0,,,,,165
,Phantump,,Ghost,Grass,Natural Cure,Frisk,Harvest,309,43,70,48,50,60,38,,,120,20,70,Stump,0.5,Medium,0.4,7.0,,,,,62
,Trevenant,,Ghost,Grass,Natural Cure,Frisk,Harvest,473,85,110,75,65,82,56,,,60,20,70,Elder Tree,0.5,Medium,1.5,71.0,,,,,166
,Pumpkaboo,,Ghost,Grass,Pickup,Frisk,Insomnia,335,59,66,70,44,55,41,,,120,20,70,Pumpkin,0.5,Medium,0.8,15.0,,,,,67
,Gourgeist,,Ghost,Grass,Pickup,Frisk,Insomnia,494,85,100,122,58,75,54,,,60,20,70,Pumpkin,0.5,Medium,1.7,39.0,,,,,173
,Bergmite,,Ice,,Own Tempo,Ice Body,Sturdy,304,55,69,85,32,35,28,,,190,20,70,Ice Chunk,0.5,Medium,1.0,99.5,,,,,61
,Avalugg,,Ice,,Own Tempo,Ice Body,Sturdy,514,95,117,184,44,46,28,,,55,20,70,Iceberg,0.5,Medium,2.0,505.0,,,,,180
,Noibat,,Flying,Dragon,Frisk,Infiltrator,Telepathy,245,40,30,35,45,40,55,,,190,20,70,Sound Wave,0.5,Medium,0.5,8.0,,,,,49
,Noivern,,Flying,Dragon,Frisk,Infiltrator,Telepathy,535,85,70,80,97,80,123,,,45,20,70,Sound Wave,0.5,Medium,1.5,85.0,,,,,187
,Xerneas,,Fairy,,Fairy Aura,Fairy Aura,Fairy Aura,680,126,131,95,131,98,99,,,45,120,0,Life,None,Slow,3.0,215.0,,,,,50
,Yveltal,,Dark,Flying,Dark Aura,Dark Aura,Dark Aura,680,126,131,95,131,98,99,,,45,120,0,Destruction,None,Slow,5.8,203.0,,,,,50
,Zygarde,,Dragon,Ground,Aura Break,Power Construct,Aura Break,600,108,100,121,81,95,95,,,3,120,0,Order,None,Slow,5.0,305.0,,,,,14
,Diancie,,Rock,Fairy,Clear Body,Clear Body,Clear Body,600,50,100,150,100,150,50,,,3,25,70,Jewel,None,Slow,0.7,8.8,,,,,14
,Hoopa,,Psychic,Ghost,Magician,Magician,Magician,600,80,110,60,150,130,70,,,3,120,100,Mischief,None,Slow,0.5,9.0,,,,,14
,Volcanion,,Water,Fire,Water Absorb,Water Absorb,Water Absorb,600,80,110,120,130,90,70,,,3,120,100,Steam,None,Slow,1.7,195.0,,,,,14
,MISSINGNO,,Flying,Normal,Glitch,Glitch,Glitch,210,33,136,0,6,29,6,,,35,20,70,Glitch,None,Medium,0.3,4.0,,,,,101
,Genedyr,,Grass,Fairy,Samsaran Growth,Samsaran Growth,Solar Power,635,90,120,100,120,100,105,,,10,20,70,Samsara,None,Slow,6.0,120.0,,,,,200
,Thanarus,,Ghost,Fairy,Samsaran Decay,Samsaran Decay,Absolution,615,80,135,90,110,90,110,,,10,20,70,Samsara,None,Slow,3.0,10.0,,,,,200
,Ascenadan,,Dragon,Fairy,Samsaran Cycle,Samsaran Cycle,Levitate,620,80,110,90,140,90,110,,,10,20,70,Nirvana,None,Slow,14.0,210.0,,,,,200
,Fendraugr,,Ice,Ghost,Moxie,Moxie,Defiant,600,81,110,95,92,125,97,,,3,20,70,Apocalypse,None,Slow,5.0,144.0,,,,,200
,Bulbasaur,,Fairy,Psychic,Psycho Call,Psycho Call,Regenerator,318,45,49,49,65,65,45,,,45,20,70,Crystal,0.5,Medium,0.7,6.9,,,,,64
,Ivysaur,,Fairy,Psychic,Psycho Call,Psycho Call,Regenerator,405,60,62,63,80,80,60,,,45,20,70,Crystal,0.5,Medium,1.0,13.0,,,,,142
,Venusaur,,Fairy,Psychic,Psycho Call,Psycho Call,Regenerator,525,80,82,83,100,100,80,,,45,20,70,Crystal,0.5,Medium,2.0,100.0,,,,,236
,Charmander,,Ghost,Dragon,Spirit Call,Spirit Call,Dark Aura,309,39,52,43,60,50,65,,,45,20,70,Bone Lizard,0.875,Medium,0.6,8.5,,,,,62
,Charmeleon,,Ghost,Dragon,Spirit Call,Spirit Call,Dark Aura,405,58,64,58,80,65,80,,,45,20,70,Skeleton,0.875,Medium,1.1,19.0,,,,,142
,Charizard,,Ghost,Dragon,Spirit Call,Spirit Call,Dark Aura,534,78,84,78,109,85,100,,,45,20,70,Skeleton,0.875,Medium,1.7,90.5,,,,,240
,Squirtle,,Dark,Fighting,Shadow Call,Shadow Call,Shadow Dance,314,44,48,65,50,64,43,,,45,20,70,Ninja,0.875,Medium,0.5,9.0,,,,,63
,Wartortle,,Dark,Fighting,Shadow Call,Shadow Call,Shadow Dance,405,59,63,80,65,80,58,,,45,20,70,Ninja,0.875,Medium,1.0,22.5,,,,,142
,Blastoise,,Dark,Fighting,Shadow Call,Shadow Call,Shadow Dance,530,79,83,100,85,105,78,,,45,20,70,Selfish,0.875,Medium,1.6,85.5,,,,,239
,Pawniard,,Flying,Fighting,Frisk,Defiant,Wind Force,340,45,85,70,40,40,60,,,120,20,35,Air Blade,0.5,Medium,0.5,10.2,,,,,68
,Bisharp,,Flying,Fighting,Frisk,Defiant,Wind Force,490,65,125,100,60,70,70,,,45,20,35,Flying Sword,0.5,Medium,1.6,70.0,,,,,172
,Ralts,,Electric,Ice,Lightning Rod,Clear Body,Snow Cloak,198,28,25,25,45,35,40,,,235,20,35,Perception,0.5,Slow,0.4,6.6,,,,,40
,Kirlia,,Electric,Ice,Lightning Rod,Clear Body,Snow Cloak,278,38,35,35,65,55,50,,,120,20,35,Excitement,0.5,Slow,0.8,20.2,,,,,97
,Gardevoir,,Electric,Ice,Lightning Rod,Clear Body,Snow Cloak,518,68,65,65,125,115,80,,,45,20,35,Nuzzle,0.5,Slow,1.6,48.4,,,,,233
,Gallade,,Electric,Ice,Volt Absorb,Volt Absorb,Ice Body,518,68,125,65,65,115,80,,,45,20,35,Swordmaster,1,Slow,1.6,52.0,,,,,233
,Sunkern,,Fire,Poison,Flame Body,Analytic,Poison Point,180,30,30,30,30,30,30,,,235,20,70,Blazing Oil,0.5,Parabolic,0.3,1.8,,,,,36
,Sunflora,,Fire,Poison,Flame Body,Analytic,Poison Point,425,75,75,55,105,85,30,,,120,20,70,BurningSludge,0.5,Parabolic,0.8,8.5,,,,,149
,Bergmite,,Rock,,Solid Rock,Battle Armor,Sand Stream,304,55,69,85,32,35,28,,,190,20,70,Jagged Rock,0.5,Medium,1.0,99.5,,,,,61
,Avalugg,,Rock,Dragon,Solid Rock,Battle Armor,Sand Stream,514,95,117,184,44,46,28,,,55,20,70,Colossal,0.5,Parabolic,2.0,505.0,,,,,180
,Scyther,,Ice,Fighting,Hustle,Ice Cleats,Super Luck,500,70,110,80,55,80,105,,,45,25,70,Ice Cleaver,0.5,Medium,1.5,56.0,,,,,100
,Scizor,,Ice,Fighting,Tough Claws,Ice Cleats,Super Luck,500,70,130,100,55,80,65,,,25,25,70,Frozen Claw,0.5,Medium,1.8,118.0,,,,,175
,Scraggy,,Grass,,Rough Skin,Rivalry,Anger Point,348,50,75,70,35,70,48,,,180,15,35,Bush,0.5,Medium,0.6,11.8,,,,,70
,Scrafty,,Grass,,Rough Skin,Rivalry,Anger Point,488,65,90,115,45,115,58,,,90,15,70,Forest,0.5,Medium,1.1,30.0,,,,,171
,Combee,,Steel,Fire,Levitate,Levitate,Speed Boost,244,30,30,42,30,42,70,,,120,15,70,Engine,0,Parabolic,0.3,11.0,,,,,49
,Vespiquen,,Steel,Fire,Levitate,Levitate,Speed Boost,474,70,80,102,80,102,40,,,45,15,70,Reactor,0,Parabolic,1.2,77.0,,,,,166
,Koffing,,Electric,Flying,Cloud Nine,Amplifier,Volt Absorb,340,40,65,95,60,45,35,,,190,20,70,Thunder Clap,0.5,Medium,0.6,1.0,,,,,68
,Weezing,,Electric,Flying,Cloud Nine,Amplifier,Volt Absorb,490,65,90,120,85,70,60,,,60,20,70,Thunder Clap,0.5,Medium,1.2,9.5,,,,,172
,Purrloin,,Ghost,Fairy,Illusion,Unnerve,Bulletproof,281,41,50,37,50,37,66,,,255,20,70,Mischievous,0.5,Medium,0.4,10.1,,,,,56
,Liepard,,Ghost,Fairy,Illusion,Unnerve,Bulletproof,446,64,88,50,88,50,106,,,90,20,70,Deceit,0.5,Medium,1.1,37.5,,,,,156
,Phantump,,Fairy,,Snow Warning,Overcoat,Snow Cloak,309,43,70,48,50,60,38,,,120,11,70,Guard,0.5,Medium,0.4,7.0,,,,,62
,Trevenant,,Fairy,Fighting,Snow Warning,Overcoat,Snow Cloak,473,85,110,75,65,82,56,,,60,20,70,Guardian,0.5,Medium,1.5,71.0,,,,,166
,Snorunt,,Fire,,White Smoke,White Smoke,Flash Fire,300,50,50,50,50,50,50,,,190,20,70,Fire Hat,0.5,Medium,0.7,16.8,,,,,60
,Glalie,,Fire,Rock,Rock Head,Rock Head,Flash Fire,480,80,80,80,80,80,80,,,75,20,70,Flaming Face,0.5,Medium,1.5,256.5,,,,,168
,Froslass,,Fire,,Competitive,Competitive,Flash Fire,480,70,80,70,80,70,110,,,75,20,70,Magma,0,Medium,1.3,26.6,,,,,168
,Shinx,,Steel,Poison,Poison Touch,Vampiric,Venomous,263,45,65,34,40,34,45,,,235,20,70,Toxic,0.5,Parabolic,0.5,19.0,,,,,53
,Luxio,,Steel,Poison,Poison Touch,Vampiric,Venomous,363,60,85,49,60,49,60,,,120,20,100,Poison,0.5,Parabolic,0.9,61.0,,,,,127
,Luxray,,Steel,Poison,Poison Touch,Vampiric,Venomous,523,80,120,79,95,79,70,,,45,20,70,Venom Fangs,0.5,Parabolic,1.4,84.0,,,,,235
,Noibat,,Grass,Steel,Chlorophyll,Natural Cure,Solar Power,245,40,30,35,45,40,55,,,190,20,70,Sonar Bat,0.5,Medium,0.5,16.0,,,,,49
,Noivern,,Grass,Steel,Chlorophyll,Solar Power,Flower Gift,535,85,70,80,97,80,123,,,45,20,70,Sonar Bat,0.5,Medium,1.5,170.0,,,,,187
,Budew,,Dark,Fairy,Shadow Dance,Heliophobia,Inner Focus,280,40,30,35,50,70,55,,,255,20,70,Blanket,0.5,Parabolic,0.2,1.2,,,,,56
,Roselia,,Dark,Fairy,Shadow Dance,Heliophobia,Limber,400,50,60,45,100,80,65,,,150,20,70,Hidden Thorn,0.5,Parabolic,0.3,2.0,,,,,140
,Roserade,,Dark,Fairy,Shadow Dance,Heliophobia,Limber,515,60,70,65,125,105,90,,,75,20,70,Night Bouquet,0.5,Parabolic,0.9,14.5,,,,,227
,Drifloon,,Fire,Flying,Flash Fire,Vital Spirit,No Guard,348,90,50,34,60,44,70,,,125,30,70,Sky Lantern,0.5,Fluctuating,0.4,1.2,,,,,70
,Drifblim,,Fire,Flying,Flash Fire,Vital Spirit,No Guard,498,150,80,44,90,54,80,,,60,30,70,Hot Air,0.5,Fluctuating,1.2,15.0,,,,,174
,Grimer,,Ground,,Sap Sipper,Sap Sipper,Water Absorb,325,80,80,50,40,50,25,,,190,20,70,Quicksand,0.5,Medium,0.9,30.0,,,,,65
,Muk,,Ground,,Sap Sipper,Regurgitation,Water Absorb,500,105,105,75,65,100,50,,,75,20,70,Quicksand,0.5,Medium,1.2,30.0,,,,,175
,Wooper,,Grass,Fire,Pickup,Flash Fire,Harvest,210,55,45,45,25,25,15,,,255,20,70,Halloween,0.5,Medium,0.4,8.5,,,,,42
,Quagsire,,Grass,Fire,Pickup,Flash Fire,Harvest,430,95,85,85,65,65,35,,,90,20,70,Halloween,0.5,Medium,1.4,75.0,,,,,151
,Munchlax,,Grass,,Overcoat,Thick Fat,Adaptability,390,135,85,40,40,85,5,,,50,40,70,Knoll,0.875,Slow,0.6,105.0,,,,,78
,Snorlax,,Grass,,Overcoat,Thick Fat,Adaptability,540,160,110,65,65,110,30,,,25,40,70,Hill,0.875,Slow,2.1,460.0,,,,,189
,Misdreavus,,Ice,Fairy,Magic Guard,Magic Guard,Winter Joy,435,60,60,60,85,85,85,,,45,25,35,Caroling,0.5,Fast,0.7,1.0,,,,,87
,Mismagius,,Ice,Fairy,Magic Guard,Magic Guard,Winter Joy,495,60,60,60,105,105,105,,,45,25,35,Christmas,0.5,Fast,0.9,4.4,,,,,173
,Cyndaquil,,Electric,,Static,Static,Lightning Rod,309,39,52,43,60,50,65,,,45,20,70,ElectricMouse,0.875,Parabolic,0.5,7.9,,,,,62
,Quilava,,Electric,Steel,Static,Static,Lightning Rod,405,58,64,58,80,65,80,,,45,20,70,Generator,0.875,Parabolic,0.9,28.5,,,,,142
,Typhlosion,,Electric,Steel,Motor Drive,Motor Drive,Lightning Rod,534,78,84,78,109,85,100,,,45,20,70,Generator,0.875,Parabolic,1.7,159.0,,,,,240
,Treecko,,Normal,Fighting,Inner Focus,Inner Focus,Guts,310,40,45,35,65,55,70,,,45,20,70,Karate Gecko,0.875,Parabolic,0.5,5.0,,,,,62
,Grovyle,,Normal,Fighting,Inner Focus,Inner Focus,Guts,405,50,65,45,85,65,95,,,45,20,70,Karate Gecko,0.875,Parabolic,0.9,21.6,,,,,142
,Sceptile,,Dragon,Fighting,Inner Focus,Inner Focus,Guts,530,70,85,65,105,85,120,,,45,20,70,Black Belt,0.875,Parabolic,1.7,52.2,,,,,239
,Torchic,,Psychic,,Keen Eye,Keen Eye,Rivalry,310,45,60,40,70,50,45,,,45,20,70,Prince,0.875,Parabolic,0.4,2.5,,,,,62
,Combusken,,Psychic,,Keen Eye,Keen Eye,Rivalry,405,60,85,60,85,60,55,,,45,20,70,Pharaoh,0.875,Parabolic,0.9,19.5,,,,,142
,Blaziken,,Psychic,Flying,Keen Eye,Keen Eye,Gale Wings,530,80,120,70,110,70,80,,,45,20,70,Horus,0.875,Parabolic,1.9,52.0,,,,,239
,Turtwig,,Water,Ground,Water Absorb,Water Absorb,Swift Swim,318,55,68,64,45,55,31,,,45,20,70,Sea Turtle,0.875,Parabolic,0.4,10.2,,,,,64
,Grotle,,Water,Ground,Water Absorb,Water Absorb,Swift Swim,405,75,89,85,55,65,36,,,45,20,70,Sea Turtle,0.875,Parabolic,1.1,97.0,,,,,142
,Torterra,,Water,Ground,Water Absorb,Water Absorb,Swift Swim,525,95,109,105,75,85,56,,,45,20,70,Ocean,0.875,Parabolic,2.2,310.0,,,,,236
,Snivy,,Water,,Multiscale,Multiscale,Hydration,308,45,45,55,45,55,63,,,45,20,70,Ocean Snake,0.875,Parabolic,0.6,8.1,,,,,28
,Servine,,Water,,Multiscale,Multiscale,Hydration,413,60,60,75,60,75,83,,,45,20,70,Ocean Snake,0.875,Parabolic,0.8,16.0,,,,,145
,Serperior,,Water,Dragon,Multiscale,Multiscale,Drizzle,528,75,75,95,75,95,113,,,45,20,70,Ocean Dragon,0.875,Parabolic,3.3,63.0,,,,,238
,Froakie,,Grass,,Steadfast,Steadfast,Prankster,314,41,56,40,62,44,71,,,45,20,70,Jungle Frog,0.875,Parabolic,0.3,7.0,,,,,63
,Frogadier,,Grass,,Steadfast,Steadfast,Prankster,405,54,63,52,83,56,97,,,45,20,70,Jungle Frog,0.875,Parabolic,0.6,10.9,,,,,142
,Greninja,,Grass,Fire,Steadfast,Steadfast,Prankster,530,72,95,67,103,71,122,,,45,20,70,Guardian,0.875,Parabolic,1.5,40.0,,,,,239
,Pidgey,,Dark,Dragon,Intimidate,Early Bird,Marvel Scale,251,40,45,40,35,35,56,,,255,15,70,Cockatrice,0.5,Parabolic,0.3,1.8,,,,,50
,Pidgeotto,,Dark,Dragon,Intimidate,Early Bird,Marvel Scale,349,63,60,55,50,50,71,,,120,15,70,Cockatrice,0.5,Parabolic,1.1,30.0,,,,,122
,Pidgeot,,Dark,Dragon,Intimidate,Early Bird,Marvel Scale,479,83,80,75,70,70,101,,,45,15,70,Cockatrice,0.5,Parabolic,1.5,39.5,,,,,211
,Diglett,,Ice,Normal,Snow Cloak,Fur Coat,Oblivious,265,10,55,25,35,45,95,,,255,20,70,Snow Mole,0.5,Medium,0.2,0.8,,,,,53
,Dugtrio,,Ice,Normal,Snow Cloak,Fur Coat,Oblivious,405,35,80,50,50,70,120,,,50,20,70,Snow Mole,0.5,Medium,0.7,33.3,,,,,142
,Growlithe,,Normal,Dragon,Intimidate,Inner Focus,Multiscale,350,55,70,45,70,50,60,,,190,20,70,Wyrmling Lion,0.75,Slow,0.7,19.0,,,,,70
,Arcanine,,Normal,Dragon,Intimidate,Inner Focus,Multiscale,555,90,110,80,100,80,95,,,75,20,70,GuardianDrgn,0.75,Slow,1.9,155.0,,,,,194
,Geodude,,Psychic,Rock,Regenerator,Sap Sipper,Magic Bounce,300,40,80,100,30,30,20,,,255,15,70,Golem,0.5,Parabolic,0.4,20.0,,,,,60
,Graveler,,Psychic,Rock,Regenerator,Sap Sipper,Magic Bounce,390,55,95,115,45,45,35,,,120,15,70,Golem,0.5,Parabolic,1.0,105.0,,,,,137
,Golem,,Psychic,Rock,Regenerator,Sap Sipper,Magic Bounce,495,80,120,130,55,65,45,,,45,15,70,Golem,0.5,Parabolic,1.4,300.0,,,,,218
,Tentacool,,Grass,Poison,Storm Drain,Poison Touch,Overgrow,335,40,40,35,50,100,70,,,190,20,70,Toadstool,0.5,Slow,0.9,45.5,,,,,67
,Tentacruel,,Grass,Poison,Storm Drain,Poison Touch,Overgrow,515,80,70,65,80,120,100,,,60,20,70,Toadstool,0.5,Slow,1.6,55.0,,,,,180
,Doduo,,Psychic,,Compound Eyes,Trace,Psycho Call,310,35,85,45,35,35,75,,,190,20,70,Dual Control,0.5,Medium,1.4,39.2,,,,,62
,Dodrio,,Psychic,,Compound Eyes,Trace,Psycho Call,460,60,110,70,60,60,100,,,45,20,70,TripleControl,0.5,Medium,1.8,85.2,,,,,161
,Tangela,,Ground,,Dry Skin,Sand Force,Rough Skin,435,65,55,115,100,40,60,,,45,20,70,Tumbleweed,0.5,Medium,1.0,35.0,,,,,87
,Tangrowth,,Ground,Fighting,Dry Skin,Sand Force,Rough Skin,535,100,100,125,110,50,50,,,30,20,70,Tumbleweed,0.5,Medium,2.0,128.6,,,,,187
,Ditto,,Normal,,Protean,Protean,Protean,288,48,48,48,48,48,48,,,35,20,70,Transform,None,Medium,0.3,4.0,,,,,101
,Kabuto,,Bug,Dark,Swarm,Unnerve,Tough Claws,355,30,80,90,55,45,55,,,45,30,70,Beetle,0.875,Medium,0.5,11.5,,,,,71
,Kabutops,,Bug,Dark,Swarm,Unnerve,Tough Claws,495,60,115,105,65,70,80,,,45,30,70,Beetle,0.875,Medium,1.3,40.5,,,,,173
,Dratini,,Water,Electric,Swift Swim,Swift Swim,Volt Absorb,300,41,64,45,50,50,50,,,45,40,35,Sea Snake,0.5,Slow,1.8,3.3,,,,,60
,Dragonair,,Water,Electric,Swift Swim,Swift Swim,Volt Absorb,420,61,84,65,70,70,70,,,45,40,35,Sea Snake,0.5,Slow,4.0,16.5,,,,,147
,Dragonite,,Water,Electric,Swift Swim,Swift Swim,Volt Absorb,600,91,134,95,100,100,80,,,45,40,35,Sea Snake,0.5,Slow,2.2,210.0,,,,,14
,Hoothoot,,Ice,Flying,No Guard,Keen Eye,Snow Cloak,262,60,30,30,36,56,50,,,255,15,70,Snow Owl,0.5,Medium,0.7,21.2,,,,,52
,Noctowl,,Ice,Flying,No Guard,Keen Eye,Snow Cloak,442,100,50,50,76,96,70,,,90,15,70,Snow Owl,0.5,Medium,1.6,40.8,,,,,155
,Chinchou,,Ghost,Fire,Flash Fire,Unnerve,Levitate,330,75,38,38,56,56,67,,,190,20,70,Wisp,0.5,Slow,0.5,12.0,,,,,66
,Lanturn,,Ghost,Fire,Flash Fire,Unnerve,Levitate,460,125,58,58,76,76,67,,,75,20,70,Ghost Light,0.5,Slow,1.2,22.5,,,,,161
,Pichu,,Flying,Fairy,Cute Charm,Cloud Nine,Gale Wings,205,20,40,15,35,35,60,,,190,10,70,Gliding Mouse,0.5,Medium,0.3,2.0,,,,,41
,Pikachu,,Flying,Fairy,Cute Charm,Cloud Nine,Gale Wings,320,35,55,40,50,50,90,,,190,10,70,Flying Mouse,0.5,Medium,0.4,6.0,,,,,105
,Raichu,,Flying,Fairy,Cute Charm,Cloud Nine,Gale Wings,485,60,90,55,90,80,110,,,75,10,70,Flying Mouse,0.5,Medium,0.8,30.0,,,,,214
,Aipom,,Ghost,Normal,Cursed Body,Rattled,Technician,360,55,70,55,40,55,85,,,45,20,70,Ghost Tail,0.5,Fast,0.8,11.5,,,,,72
,Ambipom,,Ghost,Normal,Cursed Body,Infiltrator,Technician,482,75,100,66,60,66,115,,,45,20,100,Ghost Arm,0.5,Fast,1.2,20.3,,,,,169
,Yanma,,Grass,Flying,Adaptability,Leaf Guard,Natural Cure,390,65,65,45,75,45,95,,,75,20,70,Leaf Wing,0.5,Medium,1.2,38.0,,,,,78
,Yanmega,,Grass,Flying,Adaptability,Chlorophyll,Natural Cure,515,86,76,86,116,56,95,,,30,20,70,Ogre Flytrap,0.5,Medium,1.9,51.5,,,,,180
,Girafarig,,Steel,Poison,Anger Point,Stench,Intimidate,455,70,80,65,90,65,85,,,60,20,70,Tormented,0.5,Medium,1.5,83.0,,,,,159
,Dunsparce,,Bug,Water,Hyper Cutter,Swift Swim,Skill Link,415,100,70,70,65,65,45,,,190,20,70,Water Bug,0.5,Medium,1.5,14.0,,,,,145
,Shuckle,,Fighting,Steel,Sturdy,No Guard,Iron Barbs,505,20,10,230,10,230,5,,,190,20,70,Punching Bag,0.5,Parabolic,0.6,41.0,,,,,177
,Remoraid,,Fire,,Heatproof,White Smoke,Contrary,300,35,65,35,65,35,65,,,190,20,70,Flamethrower,0.5,Medium,0.6,12.0,,,,,60
