default_form	name	form	type1	type2	ability1	ability2	abilityh	base stat total	hp	attack	defense	special attack	special defense	speed	group1	group2	catch_rate	egg_cycles	base_happiness	category	percentage_male	exp_group	height_m	weight_kg	name_romaji	name_katakana	natdex	is_legendary	is_mythical	is_ub	generation	subgeneration
	Slowpoke	Galar	Psychic		Gluttony	Own Tempo	Regenerator	315	90	65	65	40	40	15	Monster	Water1	190	20	70	Dopey	0.5	Medium Fast		36	Yadon	ヤドン	79	FALSE	FALSE	FALSE	8	
y	Slowbro		Water	Psychic	Oblivious	Own Tempo	Regenerator	490	95	75	110	100	80	30	Monster	Water1	75	20	70	Hermit Crab	0.5	Medium Fast	1.6	78.5	Yadoran	ヤドラン	80	FALSE	FALSE	FALSE	1	
	Slowbro	Mega	Water	Psychic	Shell Armor	Shell Armor	Shell Armor	590	95	75	180	130	80	30	Monster	Water1	75	20	70	Hermit Crab	0.5	Medium Fast	2	120	Yadoran	ヤドラン	80	FALSE	FALSE	FALSE	6	oras
	Slowbro	Galar	Poison	Psychic	Quick Draw	Own Tempo	Regenerator	490	95	100	95	100	70	30	Monster	Water1	75	20	70	Hermit Crab	0.5	Medium Fast	1.6	70.5	Yadoran	ヤドラン	80	FALSE	FALSE	FALSE	8	armor
y	Magnemite		Electric	Steel	Magnet Pull	Sturdy	Analytic	325	25	35	70	95	55	45	Mineral		190	20	70	Magnet		Medium Fast	0.3	6	Koiru	コイル	81	FALSE	FALSE	FALSE	1	
y	Magneton		Electric	Steel	Magnet Pull	Sturdy	Analytic	465	50	60	95	120	70	70	Mineral		60	20	70	Magnet		Medium Fast	1	60	Reakoiru	レアコイル	82	FALSE	FALSE	FALSE	1	
y	Farfetch'd		Normal	Flying	Keen Eye	Inner Focus	Defiant	377	52	90	55	58	62	60	Flying	Field	45	20	70	Wild Duck	0.5	Medium Fast	0.8	15	Kamonegi	カモネギ	83	FALSE	FALSE	FALSE	1	
	Farfetch'd	Galar	Fighting		Steadfast	Steadfast	Scrappy	377	52	95	55	58	62	55	Flying	Field	45	20	70	Wild Duck	0.5	Medium Fast	0.8	15	Kamonegi	カモネギ	83	FALSE	FALSE	FALSE	8	
y	Doduo		Normal	Flying	Run Away	Early Bird	Tangled Feet	310	35	85	45	35	35	75	Flying		190	20	70	Twin Bird	0.5	Medium Fast	1.4	39.2	Dodo	ドードー	84	FALSE	FALSE	FALSE	1	
y	Dodrio		Normal	Flying	Run Away	Early Bird	Tangled Feet	470	60	110	70	60	60	110	Fairy		45	20	70	Triple Bird	0.5	Medium Fast	1.8	85.2	Dodorio	ドードリオ	85	FALSE	FALSE	FALSE	1	
y	Seel		Water		Thick Fat	Hydration	Ice Body	325	65	45	55	45	70	45	Water1	Field	190	20	70	Sea Lion	0.5	Medium Fast	1.1	90	Pauwau	パウワウ	86	FALSE	FALSE	FALSE	1	
y	Dewgong		Water	Ice	Thick Fat	Hydration	Ice Body	475	90	70	80	70	95	70	Water1	Field	75	20	70	Sea Lion	0.5	Medium Fast	1.7	120	Jugon	ジュゴン	87	FALSE	FALSE	FALSE	1	
y	Grimer		Poison		Stench	Sticky Hold	Poison Touch	325	80	80	50	40	50	25	Amorphous		190	20	70	Sludge	0.5	Medium Fast	0.9	30	Betobeta	ベトベター	88	FALSE	FALSE	FALSE	1	
	Grimer	Alola	Poison	Dark	Poison Touch	Gluttony	Power of Alchemy	325	80	80	50	40	50	25	Amorphous		190	20	70	Sludge	0.5	Medium Fast	0.7	42	Betobeta	ベトベター	88	FALSE	FALSE	FALSE	7	
y	Muk		Poison		Stench	Sticky Hold	Poison Touch	500	105	105	75	65	100	50	Amorphous		75	20	70	Sludge	0.5	Medium Fast	1.2	30	Betobeton	ベトベトン	89	FALSE	FALSE	FALSE	1	
	Muk	Alola	Poison	Dark	Poison Touch	Gluttony	Power of Alchemy	500	105	105	75	65	100	50	Amorphous		75	20	70	Sludge	0.5	Medium Fast	1	52	Betobeton	ベトベトン	89	FALSE	FALSE	FALSE	7	
y	Shellder		Water		Shell Armor	Skill Link	Overcoat	305	30	65	100	45	25	40	Water3		190	20	70	Bivalve	0.5	Slow	0.3	4	Sheruda	シェルダー	90	FALSE	FALSE	FALSE	1	
y	Cloyster		Water	Ice	Shell Armor	Skill Link	Overcoat	525	50	95	180	85	45	70	Water3		60	20	70	Bivalve	0.5	Slow	1.5	132.5	Parushen	パルシェン	91	FALSE	FALSE	FALSE	1	
y	Gastly		Ghost	Poison	Levitate	Levitate	Levitate	310	30	35	30	100	35	80	Amorphous		190	20	70	Gas	0.5	Medium Slow	1.3	0.1	Gousu	ゴース	92	FALSE	FALSE	FALSE	1	
y	Haunter		Ghost	Poison	Levitate	Levitate	Levitate	405	45	50	45	115	55	95	Amorphous		90	20	70	Gas	0.5	Medium Slow	1.6	0.1	Gousuto	ゴースト	93	FALSE	FALSE	FALSE	1	
y	Gengar		Ghost	Poison	Cursed Body	Cursed Body	Cursed Body	500	60	65	60	130	75	110	Amorphous		45	20	70	Shadow	0.5	Medium Slow	1.5	40.5	Genga	ゲンガー	94	FALSE	FALSE	FALSE	1	
	Gengar	Mega	Ghost	Poison	Shadow Tag	Shadow Tag	Shadow Tag	600	60	65	80	170	95	130	Amorphous		45	20	70	Shadow	0.5	Medium Slow	1.4	40.5	Genga	ゲンガー	94	FALSE	FALSE	FALSE	6	
y	Onix		Rock	Ground	Rock Head	Sturdy	Weak Armor	385	35	45	160	30	45	70	Mineral		45	25	70	Rock Snake	0.5	Medium Fast	8.8	210	Iwaaku	イワーク	95	FALSE	FALSE	FALSE	1	
y	Drowzee		Psychic		Insomnia	Forewarn	Inner Focus	328	60	48	45	43	90	42	Human-Like		190	20	70	Hypnosis	0.5	Medium Fast	1	32.4	Sulipu	スリープ	96	FALSE	FALSE	FALSE	1	
y	Hypno		Psychic		Insomnia	Forewarn	Inner Focus	483	85	73	70	73	115	67	Human-Like		75	20	70	Hypnosis	0.5	Medium Fast	1.6	75.6	Sulipa	スリーパー	97	FALSE	FALSE	FALSE	1	
y	Krabby		Water		Hyper Cutter	Shell Armor	Sheer Force	325	30	105	90	25	25	50	Water3		225	20	70	River Crab	0.5	Medium Fast	0.4	6.5	Kurabu	クラブ	98	FALSE	FALSE	FALSE	1	
y	Kingler		Water		Hyper Cutter	Shell Armor	Sheer Force	475	55	130	115	50	50	75	Water3		60	20	70	Pincer	0.5	Medium Fast	1.3	60	Kingura	キングラー	99	FALSE	FALSE	FALSE	1	
y	Voltorb		Electric		Soundproof	Static	Aftermath	330	40	30	50	55	55	100	Mineral		190	20	70	Ball		Medium Fast	0.5	10.4	Biriridama	ビリリダマ	100	FALSE	FALSE	FALSE	1	
	Voltorb	Hisui	Electric	Grass	Soundproof	Static	Aftermath	330	40	30	50	55	55	100	Mineral		190	20	70	Ball		Medium Fast	0.5	13	Biriridama	ビリリダマ	100	FALSE	FALSE	FALSE	1	
y	Electrode		Electric		Soundproof	Static	Aftermath	490	60	50	70	80	80	150	Mineral		60	20	70	Ball		Medium Fast	1.2	66.6	Marumine	マルマイン	101	FALSE	FALSE	FALSE	1	
	Electrode	Hisui	Electric	Grass	Soundproof	Static	Aftermath	490	60	50	70	80	80	150	Mineral		60	20	70	Ball		Medium Fast	1.2	71	Marumine	マルマイン	101	FALSE	FALSE	FALSE	1	
y	Exeggcute		Grass	Psychic	Chlorophyll	Chlorophyll	Harvest	325	60	40	80	60	45	40	Grass		90	20	70	Egg	0.5	Slow	0.4	2.5	Tamatama	タマタマ	102	FALSE	FALSE	FALSE	1	
y	Exeggutor		Grass	Psychic	Chlorophyll	Chlorophyll	Harvest	530	95	95	85	125	75	55	Grass		45	20	70	Coconut	0.5	Slow	2	120	Nasshi	ナッシー	103	FALSE	FALSE	FALSE	1	
	Exeggutor	Alola	Grass	Dragon	Frisk	Frisk	Harvest	530	95	105	85	125	75	45	Grass		45	20	70	Coconut	0.5	Slow	10.9	415.6	Nasshi	ナッシー	103	FALSE	FALSE	FALSE	7	
y	Cubone		Ground		Rock Head	Lightning Rod	Battle Armor	320	50	50	95	40	50	35	Monster		190	20	70	Lonely	0.5	Medium Fast	0.4	6.5	Karakara	カラカラ	104	FALSE	FALSE	FALSE	1	
y	Marowak		Ground		Rock Head	Lightning Rod	Battle Armor	425	60	80	110	50	80	45	Monster		75	20	70	Bone Keeper	0.5	Medium Fast	1	45	Garagara	ガラガラ	105	FALSE	FALSE	FALSE	1	
	Marowak	Alola	Fire	Ghost	Cursed Body	Lightning Rod	Rock Head	425	60	80	110	50	80	45	Monster		75	20	70	Bone Keeper	0.5	Medium Fast	1	34	Garagara	ガラガラ	105	FALSE	FALSE	FALSE	7	
y	Hitmonlee		Fighting		Limber	Reckless	Unburden	455	50	120	53	35	110	87	Human-Like		45	25	70	Kicking	1	Medium Fast	1.5	49.8	Sawamurā	サワムラー	106	FALSE	FALSE	FALSE	1	
y	Hitmonchan		Fighting		Keen Eye	Iron Fist	Inner Focus	455	50	105	79	35	110	76	Human-Like		45	25	70	Punching	1	Medium Fast	1.4	50.2	Ebiwarā	エビワラー	107	FALSE	FALSE	FALSE	1	
y	Lickitung		Normal		Own Tempo	Oblivious	Cloud Nine	385	90	55	75	60	75	30	Monster		45	20	70	Licking	0.5	Medium Fast	1.2	65.5	Beroringa	ベロリンガ	108	FALSE	FALSE	FALSE	1	
y	Koffing		Poison		Levitate	Neutralizing Gas	Stench	340	40	65	95	60	45	35	Amorphous		190	20	70	Poison Gas	0.5	Medium Fast	0.6	1	Dogāsu	ドガース	109	FALSE	FALSE	FALSE	1	
y	Weezing		Poison		Levitate	Neutralizing Gas	Stench	490	65	90	120	85	70	60	Amorphous		60	20	70	Poison Gas	0.5	Medium Fast	1.2	9.5	Matadogāsu	マタドガス	110	FALSE	FALSE	FALSE	1	
	Weezing	Galar	Poison	Fairy	Levitate	Neutralizing Gas	Misty Surge	490	65	90	120	85	70	60	Amorphous		60	20	70	Poison Gas	0.5	Medium Fast	3	9.5	Matadogāsu	マタドガス	110	FALSE	FALSE	FALSE	8	
y	Rhyhorn		Ground	Rock	Lightning Rod	Rock Head	Reckless	345	80	85	95	30	30	25	Monster	Field	120	20	70	Spikes	0.5	Slow	1	115	Saihōn	サイホーン	111	FALSE	FALSE	FALSE	1	
y	Rhydon		Ground	Rock	Lightning Rod	Rock Head	Reckless	485	105	130	120	45	45	40	Monster	Field	60	20	70	Drill	0.5	Slow	1.9	120	Saidon	サイドン	112	FALSE	FALSE	FALSE	1	
y	Chansey		Normal		Natural Cure	Serene Grace	Healer	450	250	5	5	35	105	50	Fairy		30	40	140	Egg	0	Fast	1.1	34.6	Rakkī	ラッキー	113	FALSE	FALSE	FALSE	1	
y	Tangela		Grass		Chlorophyll	Leaf Guard	Regenerator	435	65	55	115	100	40	60	Grass		45	20	70	Vine	0.5	Medium Fast	1	35	Monjara	モンジャラ	114	FALSE	FALSE	FALSE	1	
y	Kangaskhan		Normal		Early Bird	Scrappy	Inner Focus	490	105	95	80	40	80	90	Monster		45	20	70	Parent	0	Medium Fast	2.2	80	Garura	ガルーラ	115	FALSE	FALSE	FALSE	1	
	Kangaskhan	Mega	Normal		Parental Bond	Parental Bond	Parental Bond	590	105	125	100	60	100	100	Monster		45	20	70	Parent	0	Medium Fast	2.2	80	Garura	ガルーラ	115	FALSE	FALSE	FALSE	6	
y	Horsea		Water		Swift Swim	Sniper	Damp	295	30	40	70	70	25	60	Water1	Dragon	225	20	70	Dragon	0.5	Medium Fast	0.4	8	Tattu	タッツー	116	FALSE	FALSE	FALSE	1	
y	Seadra		Water		Poison Point	Sniper	Damp	440	55	65	95	95	45	85	Water1	Dragon	75	20	70	Dragon	0.5	Medium Fast	1.2	25	Seadra	シードラ	117	FALSE	FALSE	FALSE	1	
y	Goldeen		Water		Swift Swim	Water Veil	Lightning Rod	320	45	67	60	35	50	63	Water2		225	20	70	Goldfish	0.5	Medium Fast	0.6	15	Tosakinto	トサキント	118	FALSE	FALSE	FALSE	1	
y	Seaking		Water		Swift Swim	Water Veil	Lightning Rod	450	80	92	65	65	80	68	Water2		60	20	70	Goldfish	0.5	Medium Fast	1.3	39	Azumao	アズマオウ	119	FALSE	FALSE	FALSE	1	
y	Staryu		Water		Illuminate	Natural Cure	Analytic	340	30	45	55	70	55	85	Water3		225	20	70	Starshape		Slow	0.8	34.5	Hitodeman	ヒトデマン	120	FALSE	FALSE	FALSE	1	
y	Starmie		Water	Psychic	Illuminate	Natural Cure	Analytic	520	60	75	85	100	85	115	Water3		60	20	70	Mysterious		Slow	1.1	80	Starmie	スターミー	121	FALSE	FALSE	FALSE	1	
y	Mr. Mime		Psychic	Fairy	Soundproof	Filter	Technician	460	40	45	65	100	120	90	Human-Like		45	25	70	Barrier	0.5	Medium Fast	1.3	54.5	Barrierd	バリヤード	122	FALSE	FALSE	FALSE	1	
	Mr. Mime	Galar	Ice	Psychic	Soundproof	Filter	Technician	460	50	65	65	90	90	100	Human-Like		45	25	70	Dancing	0.5	Medium Fast	1.4	54.5	Barrierd	バリヤード	122	FALSE	FALSE	FALSE	8	
y	Scyther		Bug	Flying	Swarm	Technician	Steadfast	500	70	110	80	55	80	105	Bug		45	25	70	Mantis	0.5	Medium Fast	1.5	56	Strike	ストライク	123	FALSE	FALSE	FALSE	1	
y	Jynx		Ice	Psychic	Oblivious	Forewarn	Dry Skin	455	65	50	35	115	95	95	Human-Like		45	25	70	Humanshape	0	Medium Fast	1.4	40.6	Rougela	ルージュラ	124	FALSE	FALSE	FALSE	1	
y	Electabuzz		Electric		Static	Static	Vital Spirit	490	65	83	57	95	85	105	Human-Like		45	25	70	Electric	0.75	Medium Fast	1.1	30	Eleboo	エレブー	125	FALSE	FALSE	FALSE	1	
y	Magmar		Fire		Flame Body	Flame Body	Vital Spirit	495	65	95	57	100	85	93	Human-Like		45	25	70	Spitfire	0.75	Medium Fast	1.3	44.5	Boober	ブーバー	126	FALSE	FALSE	FALSE	1	
y	Pinsir		Bug		Hyper Cutter	Mold Breaker	Moxie	500	65	125	100	55	70	85	Bug		45	25	70	Stagbeetle	0.5	Slow	1.5	55	Kailios	カイロス	127	FALSE	FALSE	FALSE	1	
	Pinsir	Mega	Bug	Flying	Aerilate	Aerilate	Aerilate	600	65	155	120	65	90	105	Bug		45	25	70	Stagbeetle	0.5	Slow	1.7	55	Kailios	カイロス	127	FALSE	FALSE	FALSE	6	
y	Tauros		Normal		Intimidate	Anger Point	Sheer Force	490	75	100	95	40	70	110	Field		45	20	70	Wild Bull	1	Slow	1.4	88.4	Kentauros	ケンタロス	128	FALSE	FALSE	FALSE	1	
	Tauros	Paldea`Combat	Fighting		Intimidate	Anger Point	Cud Chew	490	75	110	105	30	70	100	Field		45	20	70	Wild Bull	1	Slow	1.4	115	Kentauros	ケンタロス	128	FALSE	FALSE	FALSE	1	
	Tauros	Paldea`Blaze	Fighting	Fire	Intimidate	Anger Point	Cud Chew	490	75	110	105	30	70	100	Field		45	20	70	Wild Bull	1	Slow	1.4	85	Kentauros	ケンタロス	128	FALSE	FALSE	FALSE	1	
	Tauros	Paldea`Aqua	Fighting	Aqua	Intimidate	Anger Point	Cud Chew	490	75	110	105	30	70	100	Field		45	20	70	Wild Bull	1	Slow	1.4	110	Kentauros	ケンタロス	128	FALSE	FALSE	FALSE	1	
y	Magikarp		Water		Swift Swim	Swift Swim	Rattled	200	20	10	55	15	20	80	Water2	Dragon	255	5	70	Fish	0.5	Slow	0.9	10	Koiking	コイキング	129	FALSE	FALSE	FALSE	1	
y	Gyarados		Water	Flying	Intimidate	Intimidate	Moxie	540	95	125	79	60	100	81	Water2	Dragon	45	5	70	Atrocious	0.5	Slow	6.5	235	Gyarados	ギャラドス	130	FALSE	FALSE	FALSE	1	
	Gyarados	Mega	Water	Dark	Mold Breaker	Mold Breaker	Mold Breaker	640	95	155	109	70	130	81	Water2	Dragon	45	5	70	Atrocious	0.5	Slow	6.5	235	Gyarados	ギャラドス	130	FALSE	FALSE	FALSE	6	
y	Lapras		Water	Ice	Water Absorb	Shell Armor	Hydration	535	130	85	80	85	95	60	Monster	Water1	45	40	70	Transport	0.5	Slow	2.5	220	Laplace	ラプラス	131	FALSE	FALSE	FALSE	1	
y	Ditto		Normal		Limber	Limber	Imposter	288	48	48	48	48	48	48	Ditto		35	20	70	Transform		Medium Fast	0.3	4	Metamon	メタモン	132	FALSE	FALSE	FALSE	1	
y	Eevee		Normal		Run Away	Adaptability	Anticipation	325	55	55	50	45	65	55	Field		45	35	70	Evolution	0.875	Medium Fast	0.3	6.5	Eievui	イーブイ	133	FALSE	FALSE	FALSE	1	
	Eevee	Partner	Normal		Run Away	Adaptability	Anticipation	435	65	75	70	65	85	75	Field		45	35	70	Evolution	0.875	Medium Fast	0.3	6.5	Eievui	イーブイ	133	FALSE	FALSE	FALSE	1	
y	Vaporeon		Water		Water Absorb	Water Absorb	Hydration	525	130	65	60	110	95	65	Field		45	35	70	Bubble Jet	0.875	Medium Fast	1	29	Showers	シャワーズ	134	FALSE	FALSE	FALSE	1	
y	Jolteon		Electric		Volt Absorb	Volt Absorb	Quick Feet	525	65	65	60	110	95	130	Field		45	35	70	Lightning	0.875	Medium Fast	0.8	24.5	Thunders	サンダース	135	FALSE	FALSE	FALSE	1	
y	Flareon		Fire		Flash Fire	Flash Fire	Guts	525	65	130	60	95	110	65	Field		45	35	70	Flame	0.875	Medium Fast	0.9	25	Booster	ブースター	136	FALSE	FALSE	FALSE	1	
y	Porygon		Normal		Trace	Download	Analytic	395	65	60	70	85	75	40	Mineral		45	20	70	Virtual		Medium Fast	0.8	36.5	Porygon	ポリゴン	137	FALSE	FALSE	FALSE	1	
y	Omanyte		Rock	Water	Swift Swim	Shell Armor	Weak Armor	355	35	40	100	90	55	35	Water1	Water3	45	30	70	Spiral	0.875	Medium Fast	0.4	7.5	Omnite	オムナイト	138	FALSE	FALSE	FALSE	1	
y	Omastar		Rock	Water	Swift Swim	Shell Armor	Weak Armor	495	70	60	125	115	70	55	Water1	Water3	45	30	70	Spiral	0.875	Medium Fast	1	35	Omstar	オムスター	139	FALSE	FALSE	FALSE	1	
y	Kabuto		Rock	Water	Swift Swim	Battle Armor	Weak Armor	355	30	80	90	55	45	55	Water1	Water3	45	30	70	Shellfish	0.875	Medium Fast	0.5	11.5	Kabuto	カブト	140	FALSE	FALSE	FALSE	1	
y	Kabutops		Rock	Water	Swift Swim	Battle Armor	Weak Armor	495	60	115	105	65	70	80	Water1	Water3	45	30	70	Shellfish	0.875	Medium Fast	1.3	40.5	Kabutops	カブトプス	141	FALSE	FALSE	FALSE	1	
y	Aerodactyl		Rock	Flying	Rock Head	Pressure	Unnerve	515	80	105	65	60	75	130	Flying		45	35	70	Fossil	0.875	Slow	1.8	59	Ptera	プテラ	142	FALSE	FALSE	FALSE	1	
	Aerodactyl	Mega	Rock	Flying	Tough Claws	Tough Claws	Tough Claws	615	80	135	85	70	95	150	Flying		45	35	70	Fossil	0.875	Slow	2.1	59	Ptera	プテラ	142	FALSE	FALSE	FALSE	6	
y	Snorlax		Normal		Immunity	Thick Fat	Gluttony	540	160	110	65	65	110	30	Monster		25	40	70	Sleeping	0.875	Slow	2.1	460	Kabigon	カビゴン	143	FALSE	FALSE	FALSE	1	
y	Articuno		Ice	Flying	Pressure	Pressure	Snow Cloak	580	90	85	100	95	125	85	NoEggsDiscovered		3	80	35	Freeze		Slow	1.7	55.4	Furīzā	フリーザー	144	TRUE	FALSE	FALSE	1	
	Articuno	Galar	Psychic	Flying	Competitive	Competitive	Competitive	580	90	85	85	125	100	95	NoEggsDiscovered		3	80	35	Cruel		Slow	1.7	50.9	Furīzā	フリーザー	144	TRUE	FALSE	FALSE	8	crown
y	Zapdos		Electric	Flying	Pressure	Pressure	Static	580	90	90	85	125	90	100	NoEggsDiscovered		3	80	35	Electric		Slow	1.6	52.6	Sanudā	サンダー	145	TRUE	FALSE	FALSE	1	
	Zapdos	Galar	Fighting	Flying	Defiant	Defiant	Defiant	580	90	125	90	85	90	100	NoEggsDiscovered		3	80	35	Strong Legs		Slow	1.6	58.2	Sanudā	サンダー	145	TRUE	FALSE	FALSE	8	crown
y	Moltres		Fire	Flying	Pressure	Pressure	Flame Body	580	90	100	90	125	85	90	NoEggsDiscovered		3	80	35	Flame		Slow	2	60	Faiyā	ファイヤー	146	TRUE	FALSE	FALSE	1	
	Moltres	Galar	Dark	Flying	Berserk	Berserk	Berserk	580	90	85	90	100	125	90	NoEggsDiscovered		3	80	35	Malevolent		Slow	2	66	Faiyā	ファイヤー	146	TRUE	FALSE	FALSE	8	crown
y	Dratini		Dragon		Shed Skin	Shed Skin	Marvel Scale	300	41	64	45	50	50	50	Water1	Dragon	45	40	35	Dragon	0.5	Slow	1.8	3.3	Miniryu	ミニリュウ	147	FALSE	FALSE	FALSE	1	
y	Dragonair		Dragon		Shed Skin	Shed Skin	Marvel Scale	420	61	84	65	70	70	70	Water1	Dragon	45	40	35	Dragon	0.5	Slow	4	16.5	Hakuryu	ハクリュー	148	FALSE	FALSE	FALSE	1	
y	Dragonite		Dragon	Flying	Inner Focus	Inner Focus	Multiscale	600	91	134	95	100	100	80	Water1	Dragon	45	40	35	Dragon	0.5	Slow	2.2	210	Kairyu	カイリュー	149	FALSE	FALSE	FALSE	1	
y	Mewtwo		Psychic		Pressure	Pressure	Unnerve	680	106	110	90	154	90	130	NoEggsDiscovered		3	120	0	Genetic		Slow	2	122	Mewtwo	ミュウツー	150	TRUE	FALSE	FALSE	1	
	Mewtwo	Mega,X	Psychic	Fighting	Steadfast	Steadfast	Steadfast	780	106	190	100	154	100	130	NoEggsDiscovered		3	120	0	Genetic		Slow	2.3	122	Mewtwo	ミュウツー	150	TRUE	FALSE	FALSE	6	
	Mewtwo	Mega,Y	Psychic		Insomnia	Insomnia	Insomnia	780	106	150	70	194	120	140	NoEggsDiscovered		3	120	0	Genetic		Slow	1.5	122	Mewtwo	ミュウツー	150	TRUE	FALSE	FALSE	6	
y	Mew		Psychic		Synchronize	Synchronize	Synchronize	600	100	100	100	100	100	100	NoEggsDiscovered		45	120	100	New Species		Medium Slow	0.4	4	Mew	ミュウ	151	FALSE	TRUE	FALSE	1	
y	Chikorita		Grass		Overgrow	Overgrow	Leaf Guard	318	45	49	65	49	65	45	Monster	Grass	45	20	70	Leaf	0.875	Medium Slow	0.9	6.4	Chicorita	チコリータ	152	FALSE	FALSE	FALSE	2	
y	Bayleef		Grass		Overgrow	Overgrow	Leaf Guard	405	60	62	80	63	80	60	Monster	Grass	45	20	70	Leaf	0.875	Medium Slow	1.2	15.8	Bayleaf	ベイリーフ	153	FALSE	FALSE	FALSE	2	
y	Meganium		Grass		Overgrow	Overgrow	Leaf Guard	525	80	82	100	83	100	80	Monster	Grass	45	20	70	Herb	0.875	Medium Slow	1.8	100.5	Meganium	メガニウム	154	FALSE	FALSE	FALSE	2	
y	Cyndaquil		Fire		Blaze	Blaze	Flash Fire	309	39	52	43	60	50	65	Field		45	20	70	Fire Mouse	0.875	Medium Slow	0.5	7.9	Hinoarashi	ヒノアラシ	155	FALSE	FALSE	FALSE	2	
y	Quilava		Fire		Blaze	Blaze	Flash Fire	405	58	64	58	80	65	80	Field		45	20	70	Volcano	0.875	Medium Slow	0.9	19	Magmarashi	マグマラシ	156	FALSE	FALSE	FALSE	2	
y	Typhlosion		Fire		Blaze	Blaze	Flash Fire	534	78	84	78	109	85	100	Field		45	20	70	Volcano	0.875	Medium Slow	1.7	79.5	Bakphoon	バクフーン	157	FALSE	FALSE	FALSE	2	
	Typhlosion	Hisui	Fire	Ghost	Blaze	Blaze	Frisk	534	73	84	78	119	85	95	Field		45	20	70	Volcano	0.875	Medium Slow	1.6	69.8	Bakphoon	バクフーン	157	FALSE	FALSE	FALSE	2	
y	Totodile		Water		Torrent	Torrent	Sheer Force	314	50	65	64	44	48	43	Monster	Water1	45	20	70	Big Jaw	0.875	Medium Slow	0.6	9.5	Waninoko	ワニノコ	158	FALSE	FALSE	FALSE	2	
y	Croconaw		Water		Torrent	Torrent	Sheer Force	405	65	80	80	59	63	58	Monster	Water1	45	20	70	Big Jaw	0.875	Medium Slow	1.1	25	Alligates	アリゲイツ	159	FALSE	FALSE	FALSE	2	
y	Feraligatr		Water		Torrent	Torrent	Sheer Force	530	85	105	100	79	83	78	Monster	Water1	45	20	70	Big Jaw	0.875	Medium Slow	2.3	88.8	Ordile	オーダイル	160	FALSE	FALSE	FALSE	2	
y	Sentret		Normal		Run Away	Keen Eye	Frisk	215	35	46	34	35	45	20	Field		255	15	70	Scout	0.5	Medium Fast	0.8	6	Otachi	オタチ	161	FALSE	FALSE	FALSE	2	
y	Furret		Normal		Run Away	Keen Eye	Frisk	415	85	76	64	45	55	90	Field		90	15	70	Long Body	0.5	Medium Fast	1.8	32.5	Ootachi	オオタチ	162	FALSE	FALSE	FALSE	2	
y	Hoothoot		Normal	Flying	Insomnia	Keen Eye	Tinted Lens	262	60	30	30	36	56	50	Flying		255	15	70	Owl	0.5	Medium Fast	0.7	21.2	Hoho	ホーホー	163	FALSE	FALSE	FALSE	2	
y	Noctowl		Normal	Flying	Insomnia	Keen Eye	Tinted Lens	452	100	50	50	86	96	70	Flying		90	15	70	Owl	0.5	Medium Fast	1.6	40.8	Yorunozuku	ヨルノズク	164	FALSE	FALSE	FALSE	2	
y	Ledyba		Bug	Flying	Swarm	Early Bird	Rattled	265	40	20	30	40	80	55	Bug		255	15	70	Five Star	0.5	Fast	1	10.8	Rediba	レディバ	165	FALSE	FALSE	FALSE	2	
y	Ledian		Bug	Flying	Swarm	Early Bird	Iron Fist	390	55	35	50	55	110	85	Bug		90	15	70	Five Star	0.5	Fast	1.4	35.6	Redian	レディアン	166	FALSE	FALSE	FALSE	2	
y	Spinarak		Bug	Poison	Swarm	Insomnia	Sniper	250	40	60	40	40	40	30	Bug		255	15	70	String Spit	0.5	Fast	0.5	8.5	Itomaru	イトマル	167	FALSE	FALSE	FALSE	2	
y	Ariados		Bug	Poison	Swarm	Insomnia	Sniper	400	70	90	70	60	70	40	Bug		90	15	70	Long Leg	0.5	Fast	1.1	33.5	Ariados	アリアドス	168	FALSE	FALSE	FALSE	2	
y	Crobat		Poison	Flying	Inner Focus	Inner Focus	Infiltrator	535	85	90	80	70	80	130	Flying		90	15	70	Bat	0.5	Medium Fast	1.8	75	Crobat	クロバット	169	FALSE	FALSE	FALSE	2	
y	Chinchou		Water	Electric	Volt Absorb	Illuminate	Water Absorb	330	75	38	38	56	56	67	Water2		190	20	70	Angler	0.5	Slow	0.5	12	Chonchie	チョンチー	170	FALSE	FALSE	FALSE	2	
y	Lanturn		Water	Electric	Volt Absorb	Illuminate	Water Absorb	460	125	58	58	76	76	67	Water2		75	20	70	Light	0.5	Slow	1.2	22.5	Lantern	ランターン	171	FALSE	FALSE	FALSE	2	
y	Pichu		Electric		Static	Static	Lightning Rod	205	20	40	15	35	35	60	NoEggsDiscovered		190	10	70	Tiny Mouse	0.5	Medium Fast	0.3	2	Pichu	ピチュー	172	FALSE	FALSE	FALSE	2	
	Pichu	Spiky Eared	Electric		Static	Static	Lightning Rod	205	20	40	15	35	35	60	NoEggsDiscovered		190	10	70	Tiny Mouse	0.5	Medium Fast	0.3	2	Pichu	ピチュー	172	FALSE	FALSE	FALSE	2	
y	Cleffa		Fairy		Cute Charm	Magic Guard	Friend Guard	218	50	25	28	45	55	15	NoEggsDiscovered		150	10	140	Star Shape	0.25	Fast	0.3	3	Py	ピィ	173	FALSE	FALSE	FALSE	2	
y	Igglybuff		Normal	Fairy	Cute Charm	Competitive	Friend Guard	210	90	30	15	40	20	15	NoEggsDiscovered		170	10	70	Balloon	0.25	Fast	0.3	1	Pupurin	ププリン	174	FALSE	FALSE	FALSE	2	
